"Establecimiento";"Pc1_Actitud";"Pc1_Atencion";"Pc1_Atencion_Esperas";"Pc1_Cliente_Habitual";"Pc1_Actitud_Servicio";"Pd1_Asesoramiento_Oferta";"Pd1_Informacion_Completa";"Pd1_Aspectos_Positivos_Negativos";"Pe1_Experiencia_Empleados";"Pe1_Resolver_Consultas";"Pe1_Conocimiento_Gama";"Pe1_Dominio_Resolver_Consultas";"Pe1_Interes_Problemas";"Pe1_Tiempo_Espera_Atencion";"Pe1_Duracion_Fila_Cajas";"Pe1_Rapidez_Resolver_Consultas";"Pe1_N_Empleados_Cajas";"Pe1_Tiempo_Reclamacion";"Pe1_Solucion_Quejas";"Pe1_Sencillez_Tramites";"Pf1_Competitividad_Oferta_Productos";"Pf1_Amplitud_Oferta_Productos";"Pf1_Beneficios_Compra_Habitual";"Pg1_N_Empleados_Adecuado";"Pg1_Cajas_Cerradas";"Pg1_Decoracion_Establecimiento";"Pg1_Iluminacion_Establecimiento";"Pg1_Climatizacion_Establecimiento";"Pg1_Sensacion_Orden_Limpieza";"Pg1_Amplitud_Establecimiento";"Pg1_Marcado_Areas";"Pg1_Facilidad_Identificar_Cadena";"Ph1_Relacion_Calidad_Precio";"Ph1_Satisfaccion_Global";"C1_Edad";"C2_Sexo";"C3_Estado_Civil";"C4_Compra_Media";"C5_Ingr_Mes"
"663";1;6;5;6;6;7;6;7;6;7;6;7;8;7;5;8;9;5;4;7;4;8;6;6;6;5;7;6;5;7;6;4;6;7;9;5;2;3;2;3
"664";3;7;6;7;5;5;6;6;6;7;8;7;7;5;7;5;7;7;5;5;5;8;7;8;7;7;5;6;6;5;3;5;5;5;7;4;2;2;8;3
"665";3;7;5;7;6;6;6;8;5;6;8;6;6;6;6;8;8;8;7;5;8;7;7;7;7;7;8;4;7;8;6;9;8;6;7;1;2;1;3;3
"666";1;4;4;5;3;5;6;5;6;5;6;6;6;5;3;5;5;5;5;8;5;7;8;6;6;7;5;6;6;6;7;7;7;8;7;3;1;2;5;3
"667";2;7;4;4;8;6;6;8;4;5;5;6;7;7;3;6;8;4;5;NA;7;5;6;7;2;2;5;7;6;6;2;5;7;7;7;3;1;4;2;3
"668";1;6;7;7;8;7;6;7;8;7;7;7;8;7;8;8;8;9;8;7;8;8;8;9;7;6;8;7;6;8;7;7;8;8;8;5;1;2;6;3
"669";1;7;6;5;4;3;7;6;5;5;9;7;7;5;4;6;5;4;5;4;4;6;6;4;6;5;4;5;6;6;8;5;6;7;6;2;2;2;4;3
"670";1;4;5;4;4;4;7;4;8;5;8;7;7;6;2;4;5;3;5;4;4;6;7;5;7;4;7;5;6;6;8;6;6;6;6;2;2;3;7;3
"671";1;4;5;6;3;7;9;4;5;6;5;4;6;5;4;4;6;5;6;4;6;4;6;5;7;5;4;5;6;7;7;7;7;7;5;1;2;2;2;3
"672";1;4;4;6;4;5;7;6;7;6;7;6;5;7;3;6;6;4;6;3;3;7;8;5;5;3;5;7;6;8;4;6;4;6;6;2;1;2;4;3
"673";3;8;8;8;2;8;6;7;5;9;9;9;9;9;7;6;8;5;NA;NA;NA;7;5;6;9;8;7;8;6;5;6;7;8;5;8;4;2;2;4;3
"674";2;9;6;5;7;4;6;3;5;5;6;6;3;10;9;7;6;7;7;4;7;7;9;5;6;6;10;8;10;6;7;3;5;7;NA;2;1;3;8;3
"675";3;9;9;9;9;9;8;8;4;9;9;9;9;9;8;7;8;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;4;2;2;7;3
"676";1;7;7;5;2;7;6;6;4;6;7;7;8;8;7;8;7;8;NA;NA;NA;8;8;4;7;8;8;9;9;9;10;10;9;8;9;2;2;1;3;3
"677";3;6;7;6;7;7;7;7;6;7;6;7;7;8;8;8;8;7;NA;NA;NA;8;10;10;8;6;7;8;8;9;9;10;10;10;10;3;2;2;4;3
"678";1;7;7;7;7;8;8;8;4;8;8;7;7;9;8;8;6;9;9;8;7;9;9;8;8;9;8;8;8;8;9;7;9;8;8;4;2;4;5;3
"679";3;8;7;6;8;8;8;6;7;7;7;7;7;8;9;9;9;7;NA;NA;NA;6;6;8;7;8;7;6;7;8;8;6;7;6;8;1;1;3;2;3
"680";1;9;7;7;NA;9;8;8;7;8;8;8;8;8;7;6;8;7;NA;NA;NA;8;8;8;7;6;7;9;9;8;9;8;9;8;8;3;1;2;4;3
"681";3;8;8;8;8;8;9;8;7;9;9;8;7;8;7;7;7;7;5;7;6;9;9;9;8;8;7;8;8;7;8;8;8;9;9;2;1;1;6;3
"682";3;NA;5;6;6;6;6;6;6;5;5;6;6;5;6;6;7;8;5;5;6;8;8;8;7;7;7;8;8;7;5;8;7;8;8;3;1;1;7;3
"683";1;6;6;5;3;7;7;6;5;6;6;6;6;7;8;8;7;7;6;7;8;8;8;8;7;7;6;8;7;7;7;7;8;7;7;5;1;2;7;3
"684";3;8;7;7;4;5;8;8;4;9;9;8;8;7;8;4;6;7;7;7;7;9;9;9;6;7;6;7;3;7;7;6;8;9;9;3;2;3;5;3
"685";2;6;7;5;4;6;7;5;6;6;5;5;6;6;8;6;6;5;6;5;7;8;7;6;6;7;6;5;6;7;7;8;9;7;9;4;2;2;4;3
"686";2;7;7;7;6;7;6;6;6;7;7;7;7;7;6;6;6;6;NA;NA;NA;7;7;7;6;6;6;7;7;7;6;6;8;7;7;5;2;2;2;3
"687";1;5;5;6;7;6;4;6;5;6;8;4;4;5;6;6;7;5;6;4;5;7;5;6;6;5;9;5;6;7;5;6;6;5;4;3;1;2;7;3
"688";1;7;5;5;7;6;7;7;7;6;7;7;8;7;6;6;6;5;6;7;7;8;9;8;5;5;6;7;7;7;7;7;7;8;7;3;2;2;5;3
"689";2;8;8;7;5;8;7;7;6;7;8;8;8;8;6;5;6;6;5;6;5;7;7;7;6;5;6;7;7;7;7;7;8;8;8;5;2;2;3;3
"690";2;7;7;7;5;7;6;6;6;7;7;8;8;8;6;6;7;6;6;6;6;7;6;7;5;5;6;7;7;7;7;7;7;7;7;3;2;2;2;3
"691";1;8;8;10;2;6;6;9;5;9;9;9;7;7;5;8;NA;4;NA;NA;NA;8;6;7;5;2;8;8;8;7;9;6;8;9;7;3;2;1;4;3
"692";1;5;6;7;5;6;7;6;8;7;6;6;6;7;5;7;6;8;6;7;3;6;5;6;4;7;5;8;6;6;6;5;5;7;7;3;2;1;5;3
"693";2;4;5;6;4;5;5;6;5;5;6;6;5;5;5;6;5;6;5;6;7;5;5;5;6;7;7;7;7;6;7;7;6;6;5;3;2;3;3;3
"694";2;6;6;6;6;6;4;5;4;3;4;3;4;5;4;5;4;6;5;4;6;6;5;6;4;5;4;6;5;6;5;5;4;5;5;2;1;1;2;3
"695";3;5;5;6;5;5;6;5;6;6;5;6;5;5;5;7;6;6;6;5;6;7;7;7;6;5;6;7;6;6;7;6;8;7;7;2;1;1;2;3
"696";1;4;3;3;4;4;5;5;4;4;4;4;4;5;4;5;4;4;3;4;3;5;5;5;4;4;5;6;6;6;6;5;7;6;6;2;1;1;2;3
"697";2;3;4;5;4;5;6;7;8;6;5;7;6;5;4;3;5;6;5;4;3;7;8;7;6;7;5;7;4;5;6;4;5;6;4;6;1;4;3;3
"698";1;6;4;6;4;5;8;6;5;5;5;5;5;4;4;6;5;6;NA;NA;NA;8;8;7;6;6;5;6;5;5;7;8;9;7;7;3;1;1;4;3
"699";2;5;6;5;4;5;8;4;5;5;6;6;4;5;5;5;4;5;6;4;3;8;5;4;5;5;6;6;5;5;4;5;4;7;6;3;2;2;2;3
"700";2;6;5;5;6;5;2;2;2;6;6;5;6;6;6;6;5;6;4;6;4;7;7;7;6;5;6;6;6;4;6;7;7;7;6;4;2;2;3;3
"701";2;3;4;3;5;3;4;4;3;4;6;4;3;5;5;3;5;4;5;4;3;5;6;3;3;4;2;4;3;4;3;2;4;4;3;3;2;2;3;3
"702";2;7;6;6;8;7;6;5;5;7;8;6;6;6;3;4;3;4;3;3;4;5;5;5;3;2;3;4;4;4;4;5;5;6;5;2;2;1;3;3
"703";3;5;4;4;3;4;3;3;1;3;4;4;4;4;6;5;6;6;5;5;5;1;1;7;6;4;3;5;7;3;4;5;8;7;5;4;1;3;3;3
"704";2;5;6;5;2;4;4;5;4;5;5;5;6;5;4;3;4;2;4;3;5;6;5;5;3;3;1;7;6;2;5;4;9;4;3;3;1;2;2;3
"705";2;5;4;1;2;4;5;5;5;5;5;5;3;3;1;1;1;1;1;1;1;8;8;8;1;2;2;1;2;2;2;2;4;NA;7;3;1;1;3;3
"706";2;4;5;5;5;5;2;2;1;3;5;4;4;4;5;5;4;5;4;4;5;3;1;2;4;4;1;1;1;1;1;1;3;4;5;4;2;2;3;3
"707";2;4;3;4;4;3;3;2;2;3;3;2;2;5;4;4;4;4;3;3;3;1;2;1;4;3;1;1;1;1;1;1;4;3;1;4;2;4;2;3
"708";2;6;4;5;4;4;4;5;5;4;6;5;5;7;7;3;4;1;5;5;5;2;3;4;2;2;1;1;1;1;1;1;4;9;5;3;1;2;2;3
"709";3;7;6;7;5;7;7;7;NA;7;6;7;7;6;7;9;7;5;6;5;5;4;5;8;6;5;7;7;6;7;6;8;8;8;7;2;1;1;7;3
"710";2;5;7;6;5;5;4;5;4;6;7;7;8;7;6;5;7;9;3;5;4;3;3;4;7;8;3;9;9;7;8;6;9;4;3;2;1;1;3;3
"711";2;5;6;5;4;4;5;3;4;5;4;5;6;5;5;6;4;3;4;4;5;6;6;5;6;5;5;4;5;6;6;6;7;5;5;5;2;3;3;3
"712";2;5;1;3;1;3;5;5;3;5;5;3;6;7;6;4;3;1;1;5;5;4;5;4;8;9;6;2;1;6;7;8;4;6;6;5;2;2;4;3
"713";2;3;2;3;4;5;3;4;4;4;5;4;3;4;4;5;4;3;4;5;6;4;5;4;5;6;4;6;4;6;5;5;4;4;5;4;1;1;2;3
"714";1;7;5;5;8;6;7;6;5;7;8;7;7;6;5;5;7;5;6;8;7;8;7;7;9;3;5;8;8;7;8;6;6;5;5;1;1;1;2;3
"715";3;6;7;6;6;8;9;6;6;7;8;8;7;9;8;8;9;9;NA;NA;NA;8;7;9;8;7;9;9;9;10;10;8;6;10;10;4;1;3;4;3
"716";1;5;6;6;4;6;6;7;8;7;9;8;9;7;5;6;5;6;7;6;8;7;6;7;6;7;6;6;8;8;9;8;7;8;8;3;2;2;3;3
"717";2;3;5;3;1;5;5;4;1;1;2;4;8;3;4;5;2;3;3;5;1;3;5;2;5;3;1;5;8;4;5;6;1;3;4;1;2;3;5;3
"718";2;6;7;6;1;7;5;7;5;8;6;4;10;2;6;3;4;3;4;4;3;7;5;2;7;6;1;9;1;4;6;8;2;6;4;2;2;3;5;3
"719";2;3;3;8;2;7;5;1;6;10;2;10;9;3;5;9;5;7;3;4;5;10;1;4;7;6;2;5;7;2;5;6;4;1;4;4;1;3;3;3
"720";2;5;7;6;6;7;3;6;5;3;4;6;8;9;5;7;6;2;4;4;7;4;5;7;4;1;6;7;5;5;2;6;7;7;6;1;1;3;2;3
"721";3;7;8;7;4;8;9;9;7;7;8;5;5;9;6;9;8;7;9;3;9;8;7;9;10;7;6;6;8;9;8;9;8;10;7;4;2;3;4;3
"722";3;7;6;6;8;8;6;8;7;8;8;8;7;8;5;8;8;8;8;6;8;8;5;5;6;5;5;8;7;6;6;8;5;8;8;3;2;2;3;3
"723";2;8;4;7;8;7;7;6;5;6;7;6;5;7;7;7;7;8;NA;7;8;7;10;3;5;7;6;8;6;4;7;5;8;7;7;1;1;2;5;3
"724";2;5;7;4;6;9;5;6;8;7;5;7;5;6;8;8;9;9;6;6;6;8;9;9;7;3;10;10;9;8;6;7;6;8;NA;4;1;3;7;3
"725";1;3;4;4;3;4;6;7;7;5;6;5;5;5;6;6;6;7;4;4;3;7;7;7;3;4;8;8;9;10;10;7;7;9;9;3;2;2;6;3
"726";1;8;8;7;4;8;7;7;7;8;9;8;8;9;8;6;8;7;7;9;8;9;9;9;6;9;9;9;4;9;10;9;9;9;9;6;2;2;6;3
"727";3;10;10;9;8;10;9;8;4;9;8;8;7;9;9;9;9;7;9;10;9;8;8;7;7;9;7;8;9;9;9;4;10;9;9;4;2;4;4;3
"728";3;8;9;9;8;7;8;9;5;8;9;9;8;7;8;6;9;7;NA;NA;NA;10;9;9;8;7;8;8;9;9;10;9;10;9;10;3;1;3;7;3
"729";3;7;6;7;5;8;8;7;8;6;7;8;7;7;8;7;8;8;9;9;9;6;7;7;6;8;8;8;8;8;7;8;8;8;8;3;1;3;4;3
"730";3;7;5;8;6;7;8;8;8;9;9;8;7;10;9;8;7;9;6;5;9;9;4;8;8;7;5;6;5;8;7;8;6;7;7;4;2;3;4;3
"731";3;6;6;5;3;6;5;5;5;6;5;5;5;7;7;7;7;7;6;6;7;5;5;5;7;7;7;8;8;8;7;6;6;7;7;5;1;3;4;3
"732";1;8;8;7;2;7;9;9;6;8;8;9;9;9;6;6;7;7;5;7;8;8;9;8;6;7;6;7;7;8;10;10;10;7;9;2;1;1;3;3
"733";2;9;9;8;9;8;8;7;7;9;9;8;7;8;8;8;8;9;7;7;8;6;7;7;8;7;9;6;7;8;9;6;5;6;7;5;2;3;3;3
"734";1;4;1;7;1;5;10;8;1;8;8;8;5;6;6;8;7;9;NA;NA;NA;8;8;5;7;9;8;7;8;7;9;2;6;7;7;5;2;2;4;3
"735";1;6;5;7;4;4;8;6;7;5;5;7;5;5;5;5;5;5;4;4;4;6;6;7;5;7;6;4;8;7;7;8;8;10;8;4;2;1;1;3
"736";3;6;6;7;7;7;5;5;3;7;7;6;6;7;6;6;6;7;7;7;7;6;6;7;6;6;6;6;6;7;7;7;7;7;7;5;2;2;7;3
"737";2;8;6;NA;6;6;7;5;6;6;5;7;7;5;6;8;8;1;6;2;2;6;3;1;7;6;8;8;6;7;5;6;6;6;4;3;2;2;6;3
"738";1;7;6;7;5;6;8;7;6;6;7;6;7;6;6;5;6;6;5;4;4;9;9;8;7;6;6;7;7;7;7;8;7;8;8;3;2;1;4;3
"739";3;5;6;4;6;5;7;5;4;5;5;5;7;4;2;3;5;7;5;5;8;5;6;6;5;5;6;4;7;7;6;3;6;8;8;5;2;3;2;3
"740";2;6;5;6;6;7;6;7;6;7;6;7;8;7;7;8;9;5;4;7;7;8;6;6;6;5;7;6;5;7;6;4;6;7;9;5;1;3;2;3
"741";1;5;6;5;5;4;6;7;7;5;5;6;6;5;5;4;5;6;4;2;3;7;6;7;3;4;7;8;7;7;9;7;6;8;8;5;2;4;5;3
"742";1;4;1;1;1;3;8;8;1;4;2;2;2;2;2;1;1;1;1;1;1;1;9;3;1;1;1;7;7;7;8;1;7;2;1;4;2;2;6;3
"743";3;NA;8;9;9;8;8;9;9;8;7;8;8;9;9;9;8;7;8;9;9;10;10;10;5;6;5;6;7;6;6;7;7;7;9;6;1;2;4;3
"744";3;5;3;4;7;6;6;4;5;7;3;5;5;5;1;2;5;6;4;6;5;6;6;5;6;5;5;6;6;6;4;6;6;5;4;2;2;5;7;3
"745";3;6;7;6;5;7;7;8;6;6;8;6;7;9;7;8;6;8;2;2;2;4;3;2;7;5;6;6;7;6;7;5;8;8;7;3;2;3;3;3
"746";1;4;4;3;2;3;3;2;3;3;4;2;3;3;3;3;2;4;3;3;3;7;8;5;8;10;8;8;8;5;7;6;7;8;8;4;1;2;5;3
"747";3;4;4;3;2;3;3;2;3;3;4;2;3;3;3;3;2;4;3;3;3;7;8;5;8;10;8;8;8;5;7;6;7;8;8;4;1;2;5;3
"748";1;6;6;5;5;6;5;6;6;6;5;7;6;6;3;3;5;4;5;5;5;5;5;6;6;6;6;7;6;5;7;6;8;7;6;2;1;1;4;3
"749";3;6;6;5;5;6;5;6;6;6;5;7;6;6;3;3;5;4;5;5;5;5;5;6;6;6;6;7;6;5;7;6;8;7;6;2;1;1;4;3
"750";1;5;3;5;3;6;6;5;4;3;3;2;2;1;3;6;6;1;3;4;3;5;3;5;5;5;5;5;4;5;6;6;3;5;4;4;2;3;5;3
"751";2;6;6;6;4;6;5;4;4;5;5;4;5;5;5;4;5;4;5;5;5;4;3;3;4;4;3;2;3;4;3;3;4;5;5;2;1;2;3;3
"752";2;8;6;7;9;7;6;5;5;7;6;7;5;5;4;8;3;5;6;5;6;6;5;4;5;4;5;2;3;4;5;5;4;5;5;2;2;1;1;3
"753";2;4;4;3;4;3;2;3;3;4;3;3;3;4;1;1;1;1;1;1;1;2;3;2;3;3;3;4;4;4;4;4;4;3;3;5;2;2;3;3
"754";2;8;6;6;8;7;7;7;7;7;6;7;6;6;6;4;6;3;6;6;6;6;4;5;6;3;2;4;5;4;4;4;5;5;5;2;2;1;1;3
"755";2;4;5;5;2;5;4;2;2;4;5;4;5;5;5;5;5;5;5;5;5;3;2;2;5;5;2;2;3;3;2;2;2;5;5;3;2;2;3;3
"756";3;5;3;5;5;5;6;3;4;5;4;4;5;4;6;4;6;3;3;3;5;10;10;10;4;3;5;4;4;3;6;1;8;7;7;4;2;1;5;3
"757";2;5;5;4;4;4;4;5;3;5;3;3;4;NA;5;6;5;5;NA;NA;NA;4;5;5;6;4;2;3;2;2;3;3;2;5;5;2;2;3;3;3
"758";2;2;2;2;2;2;3;3;2;3;2;3;2;3;1;1;1;1;2;1;2;2;4;3;1;1;1;1;1;2;2;2;2;4;5;2;2;4;1;3
"759";2;1;1;1;1;1;5;5;5;1;5;5;5;5;5;2;5;3;2;2;2;2;3;3;3;3;1;3;3;1;3;3;3;8;4;2;1;3;1;3
"760";3;8;7;6;8;7;8;7;8;8;7;7;8;7;7;9;8;7;7;9;8;8;7;7;7;7;7;6;6;6;6;7;8;7;8;3;2;1;7;3
"761";3;9;8;9;8;10;7;6;7;7;6;7;7;8;8;9;7;8;8;7;8;7;8;9;7;8;7;6;7;6;7;9;8;6;7;4;2;2;5;3
"762";3;9;8;8;8;9;7;6;7;7;6;7;7;8;8;9;7;8;8;7;8;7;8;8;7;8;7;6;7;6;7;7;8;6;7;4;2;2;5;3
"763";2;6;8;6;5;8;8;7;5;8;6;4;8;8;6;5;5;6;5;6;5;5;5;6;6;6;5;7;7;5;6;5;5;6;7;3;1;1;3;3
"764";2;5;6;5;NA;6;6;5;NA;4;6;5;6;5;5;7;7;6;NA;NA;NA;4;5;8;8;6;2;4;4;3;4;1;10;9;6;1;2;2;3;3
"765";2;3;3;7;1;5;6;4;3;5;5;6;5;6;6;5;4;3;4;4;5;5;4;4;7;5;5;3;7;5;4;4;7;7;6;2;2;2;6;3
"766";2;8;7;5;7;8;9;3;8;5;8;8;9;5;5;5;10;6;7;6;7;7;6;7;5;8;8;5;6;8;7;4;6;5;7;1;2;1;5;3
"767";2;5;6;5;5;6;6;5;6;5;4;5;6;6;5;4;3;4;5;4;5;6;6;7;4;5;4;6;5;7;7;7;6;6;5;3;1;1;2;3
"768";2;6;6;6;5;6;6;5;4;5;6;6;5;5;6;6;6;6;5;6;5;6;5;5;5;6;5;6;6;6;6;6;8;6;6;3;2;4;2;3
"769";2;3;3;3;3;3;5;5;5;4;4;5;4;4;4;3;4;3;3;3;3;6;6;5;4;4;5;5;4;4;4;5;5;5;5;5;2;2;5;3
"770";1;7;8;7;10;9;7;8;9;8;9;9;NA;NA;8;7;7;8;NA;NA;NA;8;9;9;9;8;9;9;9;9;10;9;9;9;10;3;1;1;4;3
"771";1;6;7;7;6;7;7;8;7;6;7;6;8;8;8;9;9;8;8;7;7;9;8;8;6;7;7;8;7;7;8;7;9;7;7;5;1;2;4;3
"772";1;6;6;6;7;7;7;8;8;6;7;6;8;8;7;9;9;8;8;7;6;9;8;8;6;6;7;8;7;7;8;7;9;7;7;5;1;2;4;3
"773";2;5;2;6;6;6;9;5;4;5;9;7;7;6;8;3;8;1;NA;NA;NA;4;4;5;4;4;7;7;5;3;3;4;4;6;7;3;2;2;4;3
"774";2;7;7;7;5;8;6;8;6;8;6;7;6;6;6;6;6;6;NA;NA;NA;6;6;7;6;9;5;6;6;5;6;7;8;9;7;3;2;4;5;3
"775";3;6;9;7;3;6;6;8;9;8;8;5;7;6;9;6;8;10;9;3;9;8;8;7;7;7;5;8;8;9;10;8;9;8;7;2;1;2;2;3
"776";3;7;8;9;6;6;8;8;9;9;8;6;7;6;6;8;7;3;9;7;8;4;9;8;6;5;7;6;5;8;7;7;5;4;4;3;1;1;3;3
"777";3;6;6;4;6;9;8;7;7;9;8;9;8;9;6;5;9;7;9;8;7;9;6;6;8;6;7;9;8;8;8;9;8;8;8;4;2;2;4;3
"778";3;7;8;5;7;8;7;9;8;8;7;7;8;8;5;8;8;9;8;9;9;8;8;8;9;5;5;8;7;7;5;8;6;8;8;5;2;2;3;3
"779";3;9;7;8;8;9;7;8;7;8;7;7;9;8;7;7;7;7;8;7;5;7;7;8;9;6;8;8;8;7;6;9;7;9;5;4;1;4;4;3
"780";2;5;7;8;8;9;6;8;6;8;7;6;4;4;8;4;10;8;9;5;3;8;7;7;9;NA;6;7;7;5;8;8;7;6;7;4;2;1;3;3
"781";3;9;7;9;2;7;8;9;4;7;7;7;4;7;7;5;5;3;5;6;6;7;3;7;4;4;4;6;4;6;8;4;8;6;6;3;2;4;7;3
"782";3;7;8;8;4;7;7;7;3;8;7;8;8;9;6;6;8;7;8;8;8;8;3;8;6;10;7;9;8;10;7;8;8;8;8;2;2;3;5;3
"783";2;7;6;9;4;9;7;8;9;7;NA;9;8;6;9;9;10;10;8;9;8;8;9;7;9;9;7;8;10;10;10;6;7;5;6;2;1;1;2;3
"784";2;8;8;7;8;7;7;9;8;9;9;9;8;7;7;7;6;7;8;7;8;9;8;7;7;8;8;8;7;10;8;7;7;8;9;1;1;3;3;3
"785";1;8;8;7;6;7;6;7;6;6;7;8;7;8;6;6;7;8;5;6;6;7;7;7;8;5;6;10;7;10;10;8;8;8;7;3;2;2;7;3
"786";3;9;9;10;9;10;9;9;10;10;10;9;10;10;10;10;10;10;9;9;9;10;10;10;10;NA;8;9;9;9;10;10;10;10;10;2;2;3;4;3
"787";1;7;8;7;4;8;7;8;3;8;8;7;7;8;8;9;8;8;6;8;8;8;9;9;8;9;9;9;9;9;9;9;9;8;8;1;1;1;4;3
"788";1;4;4;5;2;5;9;8;2;5;5;7;NA;6;8;9;NA;9;NA;NA;NA;9;9;9;9;8;9;9;9;9;7;7;8;8;10;2;2;3;5;3
"789";3;8;7;7;3;9;9;8;4;8;9;7;9;8;10;10;8;8;5;5;5;9;8;9;6;8;3;2;8;9;6;6;9;9;10;2;2;3;5;3
"790";3;8;8;8;3;8;8;6;6;6;8;8;8;8;7;7;8;8;7;8;8;8;6;8;8;8;8;8;9;9;7;5;10;9;8;2;2;1;3;3
"791";3;9;8;9;8;9;7;7;6;8;8;8;7;7;8;6;7;6;NA;NA;NA;7;6;5;9;8;9;9;9;9;9;7;8;9;9;2;1;2;3;3
"792";1;6;5;6;7;7;6;5;4;6;6;7;7;6;6;7;6;6;NA;NA;NA;8;8;9;6;7;8;8;9;9;10;9;9;7;6;2;2;1;3;3
"793";3;9;10;10;8;10;10;9;8;9;9;10;9;10;9;8;10;7;7;7;7;10;7;9;8;7;7;9;9;9;9;7;7;8;9;3;2;1;2;3
"794";3;9;6;8;8;7;9;7;6;8;9;7;7;8;6;6;8;6;6;7;7;9;7;9;6;1;8;8;8;9;9;8;10;9;9;4;2;1;6;3
"795";3;8;8;7;8;9;6;6;5;9;7;8;8;8;8;8;8;6;NA;NA;NA;8;8;6;9;9;8;9;7;8;8;3;7;8;9;3;1;1;4;3
"796";3;6;5;4;4;6;7;6;1;6;7;7;7;6;6;8;8;7;7;6;6;8;7;3;8;8;7;7;6;8;7;5;8;8;6;2;2;1;3;3
"797";3;10;10;10;6;8;6;8;9;7;8;8;8;8;7;9;8;9;7;7;7;7;7;6;10;7;8;8;8;8;8;8;8;6;6;4;2;2;7;3
"798";1;8;9;8;7;9;8;9;7;9;9;8;8;9;7;8;7;7;8;8;9;8;9;8;8;7;7;8;8;8;9;9;10;8;8;3;1;2;5;3
"799";3;9;7;8;9;9;9;8;8;8;6;7;7;8;9;8;8;9;8;8;9;8;8;8;8;7;7;8;8;8;9;8;10;9;9;3;2;4;4;3
"800";1;4;4;6;4;7;6;8;7;6;5;6;7;6;4;3;6;3;6;7;5;4;7;4;7;6;8;6;9;8;8;8;8;6;7;2;1;1;5;3
"801";3;7;5;8;5;7;5;6;6;7;8;5;4;7;2;4;6;6;4;6;6;6;6;5;5;6;6;5;7;8;5;5;5;5;6;6;1;3;5;3
"802";2;6;5;7;6;7;6;5;6;7;6;5;6;7;8;8;9;8;7;6;7;8;7;6;5;6;7;6;7;8;7;6;5;6;7;2;2;4;5;3
"803";3;6;7;6;3;6;6;7;7;7;7;7;7;7;8;8;8;8;5;8;6;8;8;7;6;6;7;8;8;8;8;8;8;8;8;3;2;1;3;3
"804";1;7;7;6;4;5;8;6;7;7;8;8;7;7;7;6;7;6;7;6;6;7;7;4;6;6;7;8;8;8;9;8;9;7;7;2;1;3;2;3
"805";1;5;5;5;5;5;6;6;6;7;7;7;7;7;5;5;6;6;5;6;5;6;6;7;6;5;5;7;7;8;8;8;8;7;7;3;2;1;4;3
"806";3;7;6;4;4;4;3;5;3;5;5;5;5;5;5;4;5;4;NA;NA;NA;6;1;NA;6;5;8;8;8;8;8;5;8;7;5;2;2;3;2;3
"807";3;7;6;4;4;4;7;8;7;6;5;5;5;5;5;4;5;4;NA;NA;NA;7;1;NA;6;5;8;7;8;8;9;5;8;7;5;2;2;3;2;3
"808";1;7;7;8;4;6;7;6;5;7;7;7;6;6;8;5;6;6;5;5;5;8;8;5;7;4;6;8;1;8;8;5;7;8;8;2;1;1;7;3
"809";1;4;4;6;4;7;6;8;7;5;5;6;7;6;4;3;6;3;6;7;5;5;7;4;7;4;8;7;9;8;7;8;8;6;7;2;1;1;5;3
"810";3;8;7;9;8;7;8;7;7;5;6;7;8;9;8;8;6;7;9;5;7;9;9;10;7;4;6;7;8;8;8;9;7;9;9;4;2;4;5;3
"811";1;8;7;7;6;8;9;8;9;7;9;7;8;6;5;4;6;5;5;6;5;6;4;6;4;3;6;5;8;8;7;6;7;7;6;1;1;1;1;3
"812";2;5;6;5;6;5;6;7;7;NA;NA;NA;NA;NA;2;1;5;1;NA;NA;NA;7;7;8;4;1;7;7;8;8;8;9;8;8;8;3;2;2;2;3
"813";3;9;7;6;6;9;8;7;7;9;NA;9;8;9;8;8;8;10;NA;NA;NA;9;9;9;7;NA;6;8;NA;7;8;7;7;8;9;5;2;5;8;3
"814";1;7;6;8;5;7;8;5;6;5;7;5;6;4;5;7;6;4;5;8;7;6;5;3;7;10;9;10;9;7;10;9;9;8;7;4;1;4;1;3
"815";1;10;9;7;10;9;8;8;6;10;9;9;9;9;7;7;9;6;6;6;6;7;9;8;7;9;7;7;2;7;10;8;8;8;8;NA;2;3;5;3
"816";3;8;8;8;5;8;8;8;5;8;8;10;10;10;8;8;8;8;5;5;5;9;10;5;8;9;8;7;8;7;8;7;9;10;9;3;1;2;4;3
"817";3;10;10;10;NA;10;10;8;NA;10;10;10;10;10;10;10;10;10;NA;NA;NA;10;10;NA;10;9;4;7;7;7;6;9;10;10;10;5;1;1;2;3
"818";3;8;7;7;8;8;8;9;8;8;7;6;5;6;5;3;8;3;3;5;5;8;8;8;8;8;8;6;6;7;6;7;7;4;4;4;2;2;5;3
"819";1;4;6;4;3;4;7;7;6;6;5;6;3;3;5;5;4;3;4;5;5;7;9;6;5;8;7;6;7;7;NA;6;6;6;3;3;2;1;2;3
"820";3;9;5;9;2;10;5;6;4;9;8;10;9;8;8;4;7;5;5;5;5;9;4;1;7;7;5;5;6;7;8;6;10;9;9;4;2;4;4;3
"821";2;8;8;9;7;8;7;6;6;6;6;8;7;8;7;7;6;8;5;5;5;7;7;7;6;6;5;7;8;7;6;6;6;6;7;2;2;3;6;3
